ID,Predicted price
16323,238845.51094
16324,352549.43543
16325,463415.86212
16326,630931.08211
16327,232598.05345
16328,692086.36427
16329,243368.18296
16330,703725.94891
16331,514453.19925
16332,303377.73836
16333,296971.38012
16334,258214.42561
16335,680244.46093
16336,454261.9133
16337,396121.29146
16338,271773.15574
16339,576774.14623
16340,619064.24409
16341,601791.76408
16342,568635.25321
16343,240580.87829
16344,539198.98666
16345,494336.22308
16346,249563.3926
16347,433220.13123
16348,456691.24986
16349,583064.30596
16350,1920410.3426
16351,247213.61556
16352,384793.23416
16353,298141.73766
16354,364410.35308
16355,271203.47473
16356,554264.63068
16357,747705.41976
16358,231793.02228
16359,271018.97384
16360,646520.9757
16361,898934.97391
16362,1581813.2061
16363,231575.64316
16364,766904.63929
16365,227723.49658
16366,559292.62578
16367,580036.86494
16368,2174063.8709
16369,580343.89502
16370,360299.58873
16371,441668.85975
16372,306322.2784
16373,532781.30145
16374,363441.01339
16375,624605.54927
16376,445782.12262
16377,369355.89031
16378,1009135.1245
16379,414180.56111
16380,447419.16893
16381,581953.35024
16382,485893.63822
16383,385991.78414
16384,2333436.091
16385,422350.93661
16386,525026.09454
16387,466229.89738
16388,544234.12548
16389,452717.44199
16390,1579225.8813
16391,619466.59392
16392,1094239.5357
16393,334522.30502
16394,1678211.8003
16395,702060.72791
16396,307823.76563
16397,1097724.7763
16398,358450.20228
16399,358450.20228
16400,233571.43841
16401,734949.44378
16402,317717.29646
16403,344732.38831
16404,312744.7145
16405,610355.4983
16406,343374.1225
16407,331135.12229
16408,333808.75981
16409,285731.65912
16410,527022.95484
16411,563873.25609
16412,537713.92494
16413,425309.11925
16414,490458.97547
16415,672617.85004
16416,481135.73442
16417,810438.35268
16418,544412.34076
16419,890900.59819
16420,443890.75255
16421,403398.12474
16422,232617.57772
16423,587520.51029
16424,482097.06219
16425,439073.06601
16426,264828.63198
16427,354753.76347
16428,278130.76382
16429,1097139.3588
16430,323638.62592
16431,530553.68723
16432,781510.00643
16433,316502.02173
16434,352371.68548
16435,548026.83345
16436,330502.64854
16437,217398.50396
16438,366613.44374
16439,890110.71849
16440,216062.6764
16441,867509.41198
16442,597831.88847
16443,159969.64989
16444,829325.18338
16445,418215.07179
16446,302217.89922
16447,469939.41292
16448,307720.60702
16449,233242.28559
16450,742053.18437
16451,263791.58663
16452,507207.62408
16453,630582.64474
16454,940258.35139
16455,578194.47189
16456,326919.2579
16457,1013706.2105
16458,231190.98771
16459,526693.80008
16460,223083.84164
16461,506361.20338
16462,763630.71354
16463,868401.77974
16464,1308159.5809
16465,538553.37705
16466,729329.73792
16467,283736.78379
16468,794073.79706
16469,218663.40916
16470,362818.26518
16471,236757.04232
16472,1118379.5105
16473,509696.26977
16474,719063.67878
16475,322680.87282
16476,231695.95064
16477,1306317.7263
16478,421742.94109
16479,291315.22738
16480,922082.72525
16481,322951.42347
16482,1498450.0886
16483,3910727.5113
16484,373456.78157
16485,161394.53223
16486,1090524.8858
16487,350211.85725
16488,375181.23426
16489,757351.82979
16490,448436.40355
16491,867251.55454
16492,230070.53916
16493,306643.79961
16494,315999.98177
16495,519935.86674
16496,384148.23689
16497,1599708.5706
16498,209750.90261
16499,406841.05146
16500,672437.34637
16501,371026.71335
16502,587577.23281
16503,358289.70234
16504,462920.45185
16505,636974.54514
16506,859798.67267
16507,1499313.7824
16508,437441.64437
16509,615535.0705
16510,323456.76646
16511,582047.19839
16512,335495.8651
16513,509166.42329
16514,457288.54735
16515,372087.47607
16516,610420.78243
16517,380612.70974
16518,340345.42731
16519,282973.98806
16520,252784.00085
16521,115625.38022
16522,1123993.5536
16523,747700.85703
16524,301612.37861
16525,355909.53595
16526,292054.8658
16527,280371.08206
16528,3915900.4772
16529,373863.42814
16530,511830.65843
16531,632689.34515
16532,587740.83588
16533,618734.74907
16534,592850.98415
16535,916727.98388
16536,401206.96959
16537,363959.24969
16538,542574.44843
16539,597329.29402
16540,328328.95646
16541,485513.6507
16542,327917.98989
16543,742229.17948
16544,994359.67634
16545,322558.99964
16546,301147.69736
16547,272890.79047
16548,486251.6773
16549,280722.18837
16550,310999.62968
16551,501602.83566
16552,361638.23842
16553,695747.41751
16554,366972.22306
16555,254748.7653
16556,340012.33089
16557,539800.37625
16558,403034.23201
16559,317755.56972
16560,380308.43135
16561,767424.78011
16562,767424.78011
16563,206048.68163
16564,1119411.6923
16565,635460.33869
16566,679809.29113
16567,449845.51107
16568,503808.17262
16569,457531.17428
16570,383548.94968
16571,289571.27447
16572,448720.54351
16573,307221.26544
16574,215187.93494
16575,943112.41852
16576,550820.564
16577,397565.33735
16578,231000.89539
16579,437993.59663
16580,244811.33298
16581,716074.66688
16582,645398.52504
16583,549361.80645
16584,267111.07583
16585,713833.39365
16586,274693.49281
16587,689131.56959
16588,1165852.9
16589,545128.96852
16590,286557.66945
16591,347108.95819
16592,1333368.4524
16593,228367.01728
16594,313815.57101
16595,217834.70092
16596,648177.77106
16597,270232.17397
16598,402447.58602
16599,213348.76337
16600,294502.81487
16601,863516.65692
16602,260632.21283
16603,246954.06961
16604,289972.52424
16605,296565.42178
16606,268349.84576
16607,665302.27543
16608,370192.87557
16609,388514.85057
16610,879630.93909
16611,609494.04366
16612,727046.03073
16613,227228.27046
16614,301497.97775
16615,411092.95849
16616,470047.28728
16617,450628.59694
16618,882890.82093
16619,1037186.1079
16620,549762.81515
16621,221202.11795
16622,319632.205
16623,340373.93317
16624,574656.79664
16625,453188.80938
16626,226057.30522
16627,1431827.3425
16628,572864.10708
16629,161257.50548
16630,252420.92416
16631,733664.6497
16632,421148.15368
16633,399265.54041
16634,327263.45325
16635,1511932.5183
16636,352650.99327
16637,583700.28757
16638,584071.08697
16639,671909.37428
16640,518643.23537
16641,699389.06262
16642,576319.80404
16643,295934.73034
16644,389838.45371
16645,774302.17902
16646,615947.01274
16647,1324975.1453
16648,347010.97573
16649,1140482.8948
16650,273737.50092
16651,275801.19091
16652,1219733.9817
16653,398960.64541
16654,670069.9623
16655,821942.73379
16656,660434.45657
16657,808050.14795
16658,635896.30328
16659,436870.20984
16660,437909.91569
16661,1194037.7821
16662,255806.77779
16663,1445563.0718
16664,649695.12546
16665,440540.55245
16666,251290.14879
16667,639365.08211
16668,959490.97783
16669,574833.37182
16670,490886.39001
16671,235739.37477
16672,259710.64789
16673,789694.57421
16674,704793.41472
16675,918573.52563
16676,510548.06816
16677,710245.57383
16678,331249.2799
16679,332401.78206
16680,273885.02555
16681,354319.97684
16682,868518.20849
16683,328972.78305
16684,597458.01497
16685,360520.9575
16686,881442.3154
16687,202997.21632
16688,744276.75317
16689,432860.76509
16690,386200.23522
16691,679534.66459
16692,760208.03886
16693,690276.42511
16694,357233.18886
16695,525329.50303
16696,255147.82389
16697,736280.58483
16698,874331.19775
16699,455930.08924
16700,743670.8449
16701,583113.34531
16702,531260.4054
16703,208735.9797
16704,297592.61479
16705,233586.8861
16706,1325910.4866
16707,1411905.6542
16708,249073.66685
16709,289838.72572
16710,330973.56345
16711,403528.35652
16712,429213.592
16713,239930.07552
16714,1063394.5205
16715,1121350.543
16716,379968.89839
16717,1361537.6806
16718,751272.83922
16719,212269.7077
16720,1102314.5819
16721,287584.99859
16722,346361.3163
16723,2259783.3339
16724,478659.65804
16725,473152.398
16726,238051.02557
16727,735591.24022
16728,211876.6138
16729,232784.90242
16730,325828.50498
16731,350680.11606
16732,221648.69465
16733,303352.32966
16734,1187658.8067
16735,423004.305
16736,542342.73848
16737,657393.89222
16738,295857.04311
16739,356454.68684
16740,262660.20224
16741,341070.28908
16742,620918.55107
16743,743919.80962
16744,1067366.8718
16745,895284.00803
16746,527651.73086
16747,729346.54787
16748,581952.78201
16749,310469.00694
16750,644654.83336
16751,487460.29689
16752,549491.43932
16753,434696.71207
16754,287634.10989
16755,2665535.2149
16756,309851.88833
16757,523968.7622
16758,1215906.9269
16759,330401.54598
16760,291647.5977
16761,482912.13789
16762,216000.04842
16763,582802.015
16764,267046.20586
16765,250941.95805
16766,271419.18657
16767,364921.30704
16768,276038.33693
16769,639413.2311
16770,298633.01236
16771,307495.49015
16772,485490.29593
16773,460739.18924
16774,212499.36359
16775,706369.84174
16776,240639.1876
16777,321738.30885
16778,1094564.4963
16779,615075.37678
16780,1024881.5991
16781,544985.66096
16782,700082.55877
16783,286186.92206
16784,284183.95175
16785,227090.97597
16786,435759.56158
16787,656215.17006
16788,475071.61406
16789,802541.17055
16790,1117658.0112
16791,620039.52378
16792,631031.48873
16793,350795.19148
16794,405641.77255
16795,401547.30014
16796,373076.95521
16797,460467.30189
16798,366151.77407
16799,271238.54852
16800,248752.68362
16801,679869.86586
16802,309290.39932
16803,622089.3053
16804,583657.40893
16805,529656.05576
16806,1067039.6287
16807,421764.32071
16808,336502.38999
16809,224676.048
16810,341817.24646
16811,784928.80825
16812,1394645.0732
16813,328803.38486
16814,358307.52315
16815,746648.63391
16816,338290.29035
16817,686487.83146
16818,447873.21796
16819,328720.22771
16820,252404.738
16821,302015.94591
16822,469112.98602
16823,784244.42117
16824,406258.36465
16825,226560.12008
16826,646823.36275
16827,196411.88038
16828,589052.3384
16829,845685.31506
16830,494704.18026
16831,210981.83693
16832,337562.58127
16833,433679.07198
16834,533589.44535
16835,795699.95439
16836,486890.01477
16837,459658.01601
16838,404286.65012
16839,381620.68489
16840,751233.49726
16841,248433.43649
16842,602401.02937
16843,701592.13731
16844,396350.37671
16845,400322.83884
16846,1473228.0132
16847,350225.38479
16848,482371.4848
16849,412123.86768
16850,878910.78935
16851,362721.44483
16852,290591.56374
16853,583841.54781
16854,410397.46709
16855,400598.82611
16856,483762.65798
16857,704473.36291
16858,214177.47031
16859,458333.83273
16860,279330.15429
16861,534090.01844
16862,430035.03808
16863,715796.16673
16864,1313204.1301
16865,386836.54757
16866,465653.41567
16867,508332.55452
16868,337561.97715
16869,620103.21309
16870,392331.22169
16871,321374.84201
16872,233315.08034
16873,445459.24162
16874,685060.66403
16875,946603.28142
16876,388205.24446
16877,488941.52521
16878,819177.8536
16879,333855.56238
16880,346778.99921
16881,420824.10661
16882,694194.39102
16883,268961.97371
16884,605918.22182
16885,441926.55325
16886,325858.23872
16887,198975.28291
16888,833197.65156
16889,369508.88122
16890,754750.58502
16891,377020.80206
16892,828364.00663
16893,209925.99492
16894,662464.72882
16895,371555.53708
16896,1378686.8777
16897,376588.81428
16898,308608.08421
16899,418978.73414
16900,590788.77238
16901,407772.41438
16902,389678.20556
16903,226684.81535
16904,1270396.4436
16905,615037.37965
16906,456074.49753
16907,934821.61747
16908,538351.14572
16909,556807.87167
16910,329113.58647
16911,347580.63613
16912,446312.97398
16913,562993.79165
16914,448997.83819
16915,813594.808
16916,2998646.8517
16917,512777.22288
16918,956458.27594
16919,445273.39604
16920,130947.07859
16921,724554.14047
16922,471629.96458
16923,500838.23142
16924,1840830.3848
16925,212917.48356
16926,485823.81335
16927,223376.86958
16928,509046.88931
16929,255577.66217
16930,334655.59636
16931,520765.8548
16932,205497.83123
16933,251229.98084
16934,459310.3093
16935,872338.64518
16936,340446.41928
16937,635174.09205
16938,363200.82342
16939,363341.83697
16940,557367.6413
16941,256036.89345
16942,513606.58417
16943,543176.21248
16944,437473.13266
16945,1363528.3553
16946,228751.47542
16947,420471.4977
16948,754855.56201
16949,668153.42894
16950,448577.20203
16951,474280.28483
16952,230850.97339
16953,330639.58717
16954,363506.93375
16955,750699.62437
16956,452579.22693
16957,389290.28557
16958,504678.51988
16959,494949.41561
16960,471219.49625
16961,260479.24317
16962,697160.91065
16963,489963.88132
16964,628572.10374
16965,921442.86321
16966,390813.42816
16967,255143.68009
16968,214692.18922
16969,316981.5852
16970,2072679.1168
16971,341036.35983
16972,244756.03605
16973,217672.89286
16974,448168.60159
16975,2026642.8393
16976,540748.86376
16977,779518.06892
16978,211727.08344
16979,309370.10368
16980,383451.83818
16981,488827.7964
16982,613231.72741
16983,362290.2053
16984,526360.05257
16985,510982.82844
16986,549125.37276
16987,469583.62359
16988,657969.60864
16989,1726619.6181
16990,1865937.9356
16991,253289.6214
16992,442485.62861
16993,618402.61025
16994,215774.30757
16995,1114024.846
16996,474198.19143
16997,437919.90212
16998,670997.72534
16999,503630.54864
17000,600902.4685
17001,275453.8199
17002,229606.48055
17003,213667.8719
17004,284372.69107
17005,442118.67251
17006,390722.51164
17007,1366877.0359
17008,431671.46193
17009,932170.07572
17010,219434.8929
17011,284692.75365
17012,406356.32278
17013,261705.49981
17014,234875.22524
17015,1699139.2759
17016,1376167.7274
17017,1574995.0926
17018,387225.58441
17019,434090.33184
17020,201912.53332
17021,607214.21283
17022,776548.98603
17023,881929.0444
17024,237702.82696
17025,268282.21413
17026,668317.36146
17027,859766.27296
17028,359650.83549
17029,374144.62251
17030,386745.9153
17031,418003.14393
17032,442766.29541
17033,420965.44638
17034,274889.79525
17035,597577.75927
17036,388666.29623
17037,663833.23616
17038,350983.52044
17039,622493.68022
17040,754284.1165
17041,472982.44284
17042,421312.06561
17043,523633.04769
17044,339941.62822
17045,248018.91887
17046,230676.25357
17047,743738.84897
17048,215917.51053
17049,461867.86276
17050,390474.96687
17051,1001038.9531
17052,840402.04884
17053,680296.88368
17054,288341.30271
17055,221529.74095
17056,263960.84212
17057,246929.10934
17058,261717.93888
17059,352539.27052
17060,401824.05258
17061,433066.3338
17062,642978.4477
17063,303203.34171
17064,334347.56132
17065,281780.79729
17066,1144657.3961
17067,491166.72553
17068,681702.59173
17069,1364875.8942
17070,594360.00651
17071,328084.02442
17072,403213.69267
17073,691587.02737
17074,482834.37565
17075,540140.5928
17076,209562.89061
17077,252705.11465
17078,814326.61339
17079,712433.0922
17080,474567.16528
17081,1919025.0324
17082,376886.35396
17083,1570814.5006
17084,546774.30267
17085,261454.54373
17086,644355.90061
17087,610151.04671
17088,257457.55487
17089,462519.03246
17090,536933.84345
17091,647758.90337
17092,253327.64323
17093,407167.61946
17094,611782.18042
17095,414042.50188
17096,355082.71136
17097,699607.45125
17098,634701.64413
17099,411232.74938
17100,282827.55166
17101,711067.9111
17102,312885.77498
17103,440833.36433
17104,493429.87562
17105,547428.07972
17106,354391.59091
17107,590974.8718
17108,799573.60744
17109,807758.93238
17110,753796.55103
17111,397888.38213
17112,710242.68325
17113,775857.66242
17114,263171.85491
17115,269409.00173
17116,219452.73533
17117,247331.31976
17118,200148.32825
17119,541721.28883
17120,440725.48725
17121,784707.14976
17122,647089.37924
17123,237808.88435
17124,635561.86823
17125,251848.8501
17126,459278.12497
17127,223787.29188
17128,695577.85626
17129,234025.28742
17130,286054.48077
17131,252436.89328
17132,205897.81193
17133,633706.54199
17134,434742.15933
17135,244991.93061
17136,321363.38502
17137,402966.89075
17138,704894.21391
17139,922862.20681
17140,2310505.1591
17141,1128705.0852
17142,869146.42344
17143,378750.34908
17144,435528.76688
17145,1891167.5445
17146,479798.58731
17147,360492.24878
17148,753530.76426
17149,221036.15068
17150,2014285.3483
17151,744585.85048
17152,1220224.0928
17153,606450.65138
17154,260870.01786
17155,457551.11336
17156,752517.39033
17157,221054.31849
17158,220785.41206
17159,518583.68628
17160,230762.43968
17161,859628.6561
17162,462095.54808
17163,534288.65404
17164,286325.23481
17165,370607.70839
17166,456856.96008
17167,415735.96151
17168,873937.52507
17169,496385.12345
17170,256983.7335
17171,465212.73654
17172,285975.26225
17173,226006.09759
17174,396852.6419
17175,330875.27273
17176,458693.64478
17177,1055338.9001
17178,647639.50657
17179,835084.00013
17180,708407.68042
17181,449316.69636
17182,579230.78417
17183,375241.62085
17184,552986.46674
17185,543417.37591
17186,1041047.1744
17187,341572.43401
17188,455393.27464
17189,641555.44667
17190,778304.25419
17191,771997.07462
17192,886455.34807
17193,257143.14438
17194,508932.90863
17195,493645.63404
17196,727044.66426
17197,498356.40341
17198,278835.42133
17199,385844.9499
17200,498309.28576
17201,573732.13726
17202,367858.32968
17203,357558.56686
17204,221873.95038
17205,764939.36404
17206,781379.67598
17207,922208.10846
17208,236317.35035
17209,726997.45436
17210,518703.90143
17211,428760.35274
17212,2442850.7881
17213,281867.45603
17214,547458.68234
17215,614408.6706
17216,384472.03843
17217,1201547.7961
17218,995804.30827
17219,437496.77818
17220,563754.45671
17221,283083.08553
17222,555488.71305
17223,355124.1834
17224,409165.30164
17225,532553.88708
17226,735039.53498
17227,371840.44649
17228,648494.60355
17229,1053249.6404
17230,358282.02579
17231,282012.11515
17232,426751.86098
17233,832556.62412
17234,1112562.34
17235,209588.98287
17236,395041.83327
17237,318417.23272
17238,364588.65979
17239,630964.14231
17240,594646.15527
17241,300659.22051
17242,390845.73544
17243,340940.85188
17244,212776.56954
17245,634778.56322
17246,309173.05354
17247,580636.80591
17248,702060.73577
17249,324985.66169
17250,3028595.5734
17251,473488.29193
17252,468582.1429
17253,565067.16922
17254,677404.57887
17255,989351.73983
17256,484064.04384
17257,545695.60315
17258,794899.05305
17259,302671.01338
17260,284893.1884
17261,334843.30197
17262,353383.09151
17263,420630.5746
17264,439662.79848
17265,510062.2981
17266,724729.13403
17267,518165.49661
17268,485819.75525
17269,924454.79025
17270,322567.97331
17271,338745.88072
17272,352300.41069
17273,289360.04049
17274,542859.12881
17275,318149.21631
17276,723603.89558
17277,410205.34287
17278,804320.11394
17279,264354.63109
17280,282909.63955
17281,281562.2122
17282,2108095.115
17283,507453.16503
17284,1026470.6089
17285,424559.4469
17286,685454.00103
17287,598443.4527
17288,547666.43868
17289,1272272.1523
17290,209081.69876
17291,304827.17379
17292,348645.37717
17293,253745.17373
17294,248179.58317
17295,381769.78228
17296,308325.16632
17297,589649.44771
17298,223614.29379
17299,1078900.0614
17300,324601.93416
17301,498058.49396
17302,330303.18047
17303,250803.19709
17304,511316.97992
17305,354165.56526
17306,987968.89065
17307,541960.39911
17308,760777.77178
17309,625578.63005
17310,288879.29871
17311,334604.53616
17312,652363.80052
17313,449310.98468
17314,503768.80873
17315,511399.73913
17316,207877.58326
17317,578457.84399
17318,216778.45309
17319,451250.30934
17320,616951.1775
17321,558886.81336
17322,288485.30416
17323,452667.18335
17324,341477.04006
17325,577599.60077
17326,339314.82332
17327,390250.33538
17328,250935.89633
17329,724159.35711
17330,379117.93863
17331,600280.34624
17332,325282.95871
17333,236182.36496
17334,420171.95945
17335,493835.75485
17336,489076.44133
17337,284225.42769
17338,360610.99577
17339,555658.36556
17340,322661.47244
17341,641966.3056
17342,579997.99904
17343,491232.78327
17344,429511.43259
17345,568682.79328
17346,454931.07102
17347,483421.1156
17348,589981.21029
17349,359064.80656
17350,793208.21426
17351,291281.03183
17352,345618.83342
17353,858547.13097
17354,473030.27045
17355,532926.74506
17356,241159.23205
17357,463443.78088
17358,588324.06971
17359,695106.75108
17360,413457.57271
17361,262141.96183
17362,258078.07416
17363,441664.61303
17364,590888.45759
17365,211818.54061
17366,482708.56299
17367,696940.66193
17368,219449.91217
17369,873343.91164
17370,327052.00146
17371,493620.97531
17372,-304357.573
17373,287619.98998
17374,378167.23223
17375,250334.88341
17376,1265089.6238
17377,932066.62232
17378,678215.49281
17379,1159100.3591
17380,670422.76704
17381,2585217.0571
17382,371785.03176
17383,470092.9279
17384,386406.9015
17385,434219.36261
17386,901056.26782
17387,1317879.0601
17388,809274.22766
17389,434478.21934
17390,384767.61882
17391,615088.89044
17392,232062.87422
17393,445153.86902
17394,1507123.5826
17395,563168.1259
17396,1740376.1077
17397,403428.67667
17398,585759.27525
17399,635313.86886
17400,379833.43632
17401,396384.50667
17402,544034.0683
17403,647258.74465
17404,428698.6242
17405,291156.14674
17406,251026.16668
17407,907169.8764
17408,335250.31117
17409,230817.97118
17410,524295.4598
17411,414252.66446
17412,338047.90292
17413,602630.36733
17414,219425.39723
17415,259784.36286
17416,463595.21688
17417,795851.47003
17418,367765.71628
17419,371142.72008
17420,328569.56954
17421,264512.71548
17422,228541.92436
17423,428437.74167
17424,298211.40259
17425,287431.40428
17426,364825.36124
17427,680807.70603
17428,644009.19224
17429,238416.37769
17430,583809.36297
17431,403627.81003
17432,426492.39122
17433,348825.1562
17434,246831.12865
17435,295932.94538
17436,176460.19387
17437,981195.64163
17438,227897.22826
17439,275850.72049
17440,370303.81218
17441,242499.28067
17442,773640.13617
17443,574586.506
17444,404800.51082
17445,1278079.073
17446,959813.28399
17447,324992.2079
17448,273360.59636
17449,639150.5952
17450,215967.97638
17451,518949.16532
17452,377440.72663
17453,472714.93862
17454,600822.82507
17455,330000.21563
17456,487928.89084
17457,1360894.0406
17458,304931.73771
17459,526545.93191
17460,255303.59977
17461,564917.02966
17462,806861.20736
17463,585355.33119
17464,517025.9008
17465,849892.14869
17466,418958.90449
17467,664139.43092
17468,726788.27101
17469,225145.62655
17470,402174.67129
17471,584511.9598
17472,1061677.426
17473,209978.92312
17474,640824.00988
17475,266057.85606
17476,517012.59335
17477,176918.21962
17478,239006.16416
17479,418658.40873
17480,232491.63472
17481,455957.56783
17482,1144823.9471
17483,246125.26792
17484,631465.76481
17485,427271.36146
17486,1023195.8311
17487,477707.32588
17488,326204.92257
17489,270810.38253
17490,624548.08365
17491,399334.39921
17492,215682.35762
17493,326337.0137
17494,395133.26797
17495,490221.85231
17496,522281.71171
17497,886566.84255
17498,1157819.1569
17499,646957.65106
17500,444072.5868
17501,355161.62729
17502,351635.6128
17503,519171.05513
17504,1449422.4499
17505,930575.94422
17506,255599.57785
17507,745229.26969
17508,233843.40905
17509,751282.45217
17510,340065.37187
17511,492655.91161
17512,208087.16814
17513,519689.84347
17514,407519.17695
17515,1143660.1566
17516,779477.34379
17517,230217.66691
17518,440646.86579
17519,589650.52255
17520,316219.16723
17521,579126.53586
17522,617131.69493
17523,631579.9695
17524,848947.45755
17525,367965.40492
17526,721628.22699
17527,342886.22008
17528,578528.00807
17529,431221.30724
17530,606022.9833
17531,449740.99104
17532,737146.27173
17533,368621.41095
17534,424408.38798
17535,571772.6585
17536,486341.1134
17537,199858.04588
17538,499491.74298
17539,290858.24283
17540,364702.05405
17541,590054.38998
17542,374728.64117
17543,236444.12631
17544,1301452.2071
17545,503710.06841
17546,499074.91792
17547,657473.14241
17548,593959.41526
17549,1222105.2739
17550,482076.29629
17551,357309.24579
17552,548268.40867
17553,279620.39436
17554,578151.68373
17555,360036.456
17556,208807.94326
17557,695787.23657
17558,545157.44186
17559,409731.25253
17560,645064.65912
17561,243974.15909
17562,505990.08847
17563,447494.57953
17564,549602.75425
17565,627794.72839
17566,393381.71361
17567,678803.87832
17568,319869.68469
17569,282983.68361
17570,476866.30336
17571,563614.20965
17572,261530.49708
17573,546659.59572
17574,1149549.2563
17575,451293.24813
17576,306812.02038
17577,862687.95728
17578,415760.18604
17579,501914.56257
17580,391170.3349
17581,487915.3005
17582,340639.3954
17583,630420.13254
17584,742371.16897
17585,721000.00614
17586,624669.80463
17587,661629.81498
17588,715420.29721
17589,764322.72093
17590,648287.73175
17591,768116.84336
17592,326324.27112
17593,266515.09134
17594,474432.08491
17595,620070.26967
17596,754283.87095
17597,1203549.8
17598,351996.43566
17599,324933.00925
17600,316371.7592
17601,335341.07121
17602,209906.68612
17603,905619.29868
17604,510840.90108
17605,733697.8937
17606,325792.99109
17607,237723.90822
17608,295311.4745
17609,362306.90275
17610,207274.2246
17611,414684.44233
17612,326285.47059
17613,456617.52327
17614,356749.87733
17615,426816.34913
17616,456865.79281
17617,310354.1771
17618,231873.87896
17619,388294.31327
17620,344512.75304
17621,680764.68011
17622,328133.35837
17623,680392.11402
17624,728025.82421
17625,399589.3346
17626,310350.06458
17627,1396892.6205
17628,274178.77491
17629,256280.72817
17630,292674.97065
17631,208953.47841
17632,359460.6556
17633,268780.5396
17634,300835.07606
17635,400562.28101
17636,445968.30776
17637,215036.22394
17638,759037.34584
17639,342016.53586
17640,969989.98566
17641,533434.11403
17642,1199925.3843
17643,298957.07316
17644,321935.0158
17645,324272.50039
17646,550852.26216
17647,1159011.2467
17648,529303.68031
17649,301604.77323
17650,544495.39391
17651,618433.03461
17652,243511.52272
17653,225483.09594
17654,1124203.9995
17655,424853.44812
17656,335204.01853
17657,307896.0884
17658,643809.86863
17659,266224.25048
17660,206824.6818
17661,206824.6818
17662,403423.95415
17663,559376.37049
17664,854964.21718
17665,515545.13559
17666,674389.04748
17667,325542.96088
17668,360106.01808
17669,1022866.9747
17670,499061.31095
17671,1474935.6369
17672,617884.68338
17673,1555899.6799
17674,1423659.0108
17675,270721.7563
17676,508730.16213
17677,592090.92
17678,1592047.1547
17679,702873.42533
17680,535829.44646
17681,580993.14205
17682,306467.84604
17683,722186.23864
17684,335025.76868
17685,923390.56865
17686,766307.01821
17687,509275.84715
17688,515352.70406
17689,364562.61114
17690,563864.25265
17691,362248.51199
17692,1008204.8587
17693,338467.91282
17694,440128.28737
17695,228541.00192
17696,1064389.3958
17697,680946.20832
17698,258590.77416
17699,650435.26377
17700,736554.90593
17701,331526.12839
17702,465049.6711
17703,344253.59306
17704,2441457.2023
17705,217270.39424
17706,479380.66155
17707,375783.07577
17708,575074.24876
17709,833322.15726
17710,483114.00173
17711,228325.40499
17712,1129069.8932
17713,399076.28769
17714,636317.06753
17715,1058844.8198
17716,635203.7179
17717,328163.38444
17718,242470.09807
17719,681363.40386
17720,281183.24953
17721,509995.64996
17722,279348.3043
17723,201164.22801
17724,270028.00949
17725,263491.43121
17726,441992.36668
17727,241259.37127
17728,682672.02058
